Acer Campestre,0.003906,0.003906,0.027344,0.033203,0.007812,0.017578,0.023438,0.005859,0,0.015625,0.015625,0.015625,0.025391,0,0.015625,0,0.025391,0.027344,0.033203,0.009766,0.025391,0.001953,0,0.003906,0.001953,0.044922,0,0.03125,0.033203,0.015625,0.003906,0,0.013672,0.001953,0.015625,0.015625,0.017578,0.033203,0.015625,0.003906,0.003906,0.03125,0.035156,0.015625,0.044922,0.007812,0.029297,0.037109,0,0.027344,0.005859,0.001953,0.041016,0,0.011719,0,0.005859,0.035156,0.027344,0.033203,0.001953,0,0.017578,0
Acer Campestre,0.005859,0.013672,0.027344,0.025391,0.013672,0.029297,0.019531,0,0.001953,0.021484,0.007812,0.003906,0.013672,0.003906,0.009766,0,0.044922,0.011719,0.007812,0.03125,0.017578,0.001953,0,0.001953,0.001953,0.037109,0,0.029297,0.025391,0.039062,0.003906,0,0.035156,0,0.027344,0.015625,0.019531,0.029297,0.023438,0.005859,0.003906,0.017578,0.025391,0.011719,0.025391,0.005859,0.035156,0.033203,0,0.015625,0.011719,0.003906,0.037109,0.001953,0.017578,0,0.021484,0.017578,0.046875,0.005859,0.003906,0.003906,0.046875,0
Acer Campestre,0.011719,0.001953,0.027344,0.044922,0.017578,0.042969,0.023438,0,0.003906,0.019531,0.017578,0.005859,0.009766,0.005859,0.015625,0,0.027344,0.017578,0.019531,0.019531,0.023438,0.001953,0,0.011719,0.001953,0.042969,0,0.011719,0.023438,0.035156,0.001953,0.001953,0.027344,0,0.003906,0.017578,0.027344,0.033203,0.007812,0.001953,0.007812,0.035156,0.015625,0.011719,0.027344,0.003906,0.011719,0.019531,0.001953,0.013672,0.005859,0.007812,0.068359,0.003906,0.035156,0,0.015625,0.021484,0.056641,0.009766,0.003906,0,0.015625,0
Acer Campestre,0.013672,0.011719,0.037109,0.017578,0.011719,0.087891,0.023438,0,0,0.027344,0.021484,0.009766,0.013672,0.001953,0.013672,0,0.021484,0.017578,0.011719,0.027344,0.009766,0.003906,0,0.011719,0,0.050781,0.001953,0.019531,0.013672,0.011719,0.003906,0,0.027344,0,0.013672,0.007812,0.017578,0.035156,0.021484,0,0.003906,0.035156,0.027344,0.015625,0.029297,0.007812,0.011719,0.023438,0,0.017578,0.009766,0.007812,0.052734,0.003906,0.015625,0.001953,0.021484,0.029297,0.033203,0.003906,0,0.001953,0.027344,0
Acer Campestre,0.007812,0.009766,0.027344,0.025391,0.001953,0.005859,0.015625,0,0.005859,0.017578,0.039062,0.007812,0.042969,0.001953,0.007812,0,0.017578,0.027344,0.025391,0.003906,0.019531,0.003906,0,0.009766,0.003906,0.017578,0.001953,0.009766,0.03125,0.015625,0.001953,0.001953,0.037109,0,0.011719,0.037109,0.015625,0.039062,0.009766,0.001953,0,0.050781,0.023438,0.005859,0.058594,0.003906,0.015625,0.021484,0.001953,0.015625,0.023438,0.005859,0.027344,0,0.023438,0.001953,0.021484,0.048828,0.056641,0.019531,0,0,0.013672,0
Acer Campestre,0.015625,0.003906,0.015625,0.046875,0.013672,0.064453,0.017578,0.003906,0,0.033203,0.013672,0.009766,0.023438,0,0.013672,0,0.03125,0.027344,0.017578,0.015625,0.011719,0,0,0.007812,0,0.027344,0,0.015625,0.027344,0.03125,0.001953,0.001953,0.013672,0.003906,0.015625,0.027344,0.001953,0.021484,0.015625,0.003906,0.001953,0.025391,0.029297,0.013672,0.039062,0.009766,0.025391,0.03125,0,0.019531,0.001953,0,0.050781,0.003906,0.005859,0.001953,0.021484,0.017578,0.041016,0.017578,0.003906,0.001953,0.041016,0
Acer Campestre,0.007812,0.03125,0.048828,0.015625,0.005859,0.013672,0.03125,0,0.009766,0.017578,0.046875,0.005859,0.039062,0.003906,0.003906,0,0.033203,0.019531,0.03125,0.011719,0.013672,0.001953,0,0.003906,0.001953,0.015625,0,0.013672,0.029297,0.007812,0.003906,0,0.023438,0,0.013672,0.033203,0.021484,0.029297,0.005859,0.005859,0.001953,0.0625,0.021484,0.007812,0.017578,0.001953,0.023438,0.013672,0,0.025391,0.011719,0.003906,0.033203,0,0.033203,0,0.007812,0.035156,0.037109,0.021484,0.003906,0.001953,0.03125,0.001953
Acer Campestre,0.023438,0.013672,0.039062,0.015625,0.025391,0.025391,0.023438,0,0.009766,0.021484,0.013672,0.009766,0.035156,0.005859,0.015625,0,0.033203,0.007812,0.011719,0.009766,0.023438,0.001953,0,0.013672,0.003906,0.044922,0.003906,0.021484,0.046875,0.017578,0.003906,0.003906,0.035156,0,0.009766,0.013672,0.025391,0.041016,0.013672,0.003906,0,0.019531,0.023438,0.013672,0.025391,0.003906,0.019531,0.025391,0.001953,0.013672,0.005859,0,0.048828,0.005859,0.023438,0.001953,0.021484,0.011719,0.025391,0.009766,0,0.003906,0.021484,0.005859
Acer Campestre,0.007812,0.013672,0.029297,0.021484,0.009766,0.03125,0.015625,0,0.001953,0.042969,0.001953,0.011719,0.019531,0,0.013672,0,0.023438,0.005859,0.005859,0.019531,0.025391,0.003906,0,0.017578,0.001953,0.027344,0,0.023438,0.023438,0.048828,0.005859,0.001953,0.023438,0.005859,0.023438,0.003906,0.019531,0.025391,0.029297,0.007812,0.005859,0.017578,0.035156,0.019531,0.011719,0.009766,0.023438,0.037109,0,0.013672,0.009766,0,0.068359,0.003906,0.021484,0.003906,0.035156,0.011719,0.037109,0.009766,0.001953,0.001953,0.027344,0
Acer Campestre,0.019531,0.009766,0.023438,0.03125,0.021484,0.054688,0.025391,0.003906,0,0.021484,0.011719,0.011719,0.015625,0,0.017578,0,0.029297,0.015625,0.025391,0.007812,0.029297,0.007812,0,0.017578,0,0.027344,0,0.033203,0.015625,0.035156,0.005859,0,0.025391,0.001953,0.021484,0.015625,0.007812,0.009766,0.019531,0.001953,0.009766,0.015625,0.021484,0.021484,0.021484,0.013672,0.009766,0.056641,0.001953,0.009766,0.003906,0.001953,0.042969,0.007812,0.041016,0,0.015625,0.009766,0.037109,0.003906,0.003906,0.001953,0.027344,0
Acer Campestre,0.005859,0.021484,0.035156,0.015625,0.005859,0.005859,0.025391,0,0.011719,0.021484,0.042969,0.005859,0.029297,0.003906,0.005859,0,0.027344,0.023438,0.023438,0.011719,0.019531,0.001953,0,0.011719,0.001953,0.021484,0,0.007812,0.042969,0.003906,0.001953,0,0.021484,0,0.003906,0.023438,0.021484,0.013672,0.011719,0,0.003906,0.058594,0.013672,0.007812,0.076172,0.003906,0.03125,0.046875,0,0.021484,0.025391,0.001953,0.017578,0,0.015625,0,0.013672,0.041016,0.039062,0.013672,0.005859,0.003906,0.025391,0.001953
Acer Campestre,0.023438,0.027344,0.007812,0.017578,0.005859,0.011719,0.021484,0,0,0.017578,0.056641,0.009766,0.050781,0,0.013672,0,0.035156,0.048828,0.029297,0.009766,0.017578,0.001953,0,0.005859,0,0.009766,0,0.009766,0.03125,0.001953,0.003906,0.003906,0.029297,0,0.009766,0.042969,0.015625,0.007812,0.007812,0.003906,0,0.058594,0.023438,0.003906,0.035156,0.001953,0.021484,0.041016,0,0.027344,0.019531,0.007812,0.025391,0,0.015625,0.001953,0.007812,0.048828,0.03125,0.013672,0,0.003906,0.021484,0
